date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2013-09-17,33,poettering:14|gmail:10|linux:1|archlinux:2|in:5|vrfy:1,2155,693,108,33
2013-09-18,7,gmail:1|in:2|davidstrauss:1|archlinux:3,322,305,21,7
2013-09-19,11,gmail:1|archlinux:5|in:4|gnome:1,141,44,14,11
2013-09-20,6,gmail:3|jjacky:3,286,9,15,6
2013-09-21,1,holtmann:1,193,16,1,1
2013-09-22,1,logicblox:1,2,2,2,1
2013-09-23,6,poettering:2|vrfy:3|propter:1,518,177,28,6
2013-09-24,4,vrfy:2|redhat:1|archlinux:1,401,134,5,4
2013-09-25,7,southpole:1|poettering:1|in:3|jklm:1|intel:1,626,564,13,7
2013-09-26,11,in:1|poettering:7|gentoo:1|jklm:1|intel:1,436,504,35,11
2013-09-27,8,poettering:5|in:2|zarb:1,72,87,23,8
2013-09-28,1,archlinux:1,1,0,1,1
2013-09-29,3,in:1|gmail:1|opensuse:1,37,146,4,3
2013-09-30,10,poettering:3|gentoo:1|in:1|linux:1|archlinux:4,72,17,15,10
2013-10-01,15,poettering:8|vrfy:1|gmail:6,316,140,24,15
2013-10-02,18,poettering:13|redhat:2|archlinux:2|in:1,229,201,29,18
2013-10-03,4,redhat:1|in:3,46,44,7,4
2013-10-04,4,poettering:3|archlinux:1,8,8,4,4
2013-10-05,5,in:3|jklm:2,101,247,16,5
2013-10-06,3,archlinux:1|in:1|cryogenic:1,36,8,5,3
2013-10-08,3,vrfy:3,94,17,7,3
2013-10-09,18,poettering:9|vrfy:3|gnome:1|intel:1|in:2|gmail:2,3509,651,43,18
2013-10-10,9,vrfy:1|poettering:5|gmail:3,2343,184,34,9
2013-10-11,34,poettering:23|vrfy:2|hadess:1|in:8,4083,3330,97,34
2013-10-12,4,in:4,295,454,29,4
2013-10-13,4,archlinux:1|in:3,51,25,4,4
2013-10-14,15,poettering:11|hadess:1|in:1|gmail:1|davidstrauss:1,1896,529,83,15
2013-10-15,10,vrfy:2|inai:2|samsung:1|gmail:1|davidstrauss:4,157,112,28,10
2013-10-16,17,poettering:14|davidstrauss:2|archlinux:1,1755,993,65,17
2013-10-17,5,poettering:1|vrfy:1|jklm:2|davidstrauss:1,1281,20,24,5
2013-10-18,9,poettering:7|verbum:1|jklm:1,410,511,19,9
2013-10-19,10,jklm:6|verbum:1|davidstrauss:2|archlinux:1,124,33,19,10
2013-10-20,9,vrfy:7|verbum:2,607,53,10,9
2013-10-21,15,vrfy:8|gmail:1|in:2|davidstrauss:3|jklm:1,1056,247,53,15
2013-10-22,8,inai:2|vrfy:3|poettering:2|in:1,647,794,22,8
2013-10-23,1,archlinux:1,1,0,1,1
2013-10-24,1,in:1,0,9,1,1
2013-10-25,2,vrfy:1|gmail:1,274,373,3,2
2013-10-26,8,gmail:1|jklm:7,812,41,29,8
2013-10-27,4,gmail:2|jklm:2,54,13,6,4
