date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2005-05-22,3,tglx:1|intel:1|linux-fr:1,17,23,6,3
2005-05-23,24,kernel:2|tglx:1|freescale:1|davemloft:6|gondor:2|us:1|gmail:2|shinybook:2|ppc970:1|vrfy:1|stusta:1|suse:1|jp:1|nvidia:1|smurf:1,930,100,38,24
2005-05-24,27,tglx:2|tycho:1|sunset:1|hackl:1|sw:1|holomorphy:1|osdl:3|ppc970:1|steeleye:3|symbol:1|suse:7|us:1|pacbell:2|sgi:1|lug-owl:1,1766,510,39,27
2005-05-25,46,yahoo:1|cantab:1|tglx:2|canb:2|infradead:1|suse:4|pretzel:15|ppc970:3|sunset:1|redhat:1|telia:1|topspin:3|colino:2|c:1|sshinf:1|broadcom:1|cs:1|intel:2|linux-ipv6:2|linux-mips:1,454,189,33,46
2005-05-26,33,pretzel:4|tw:1|shinybook:1|elka:1|dell:1|gmail:3|ppc970:3|mulgrave:1|osdl:3|us:2|linux-ipv6:1|broadcom:1|redhat:1|pobox:1|pacbell:2|suse:2|sh:3|math:1|intel:1,16452,817,101,33
2005-05-27,58,hera:2|shinybook:1|ppc970:2|cantab:2|lxorguk:1|sgi:3|toshiba:2|telia:2|fr:3|osdl:4|phekda:1|pretzel:7|pobox:1|gmx:1|kernel:3|canb:1|stusta:1|intel:2|suse:11|rtp-net:1|jp:1|somanetworks:1|microtron:1|qlogic:1|superbug:2|math:1,1253,3062,73,58
2005-05-28,57,osdl:1|stusta:1|suse:7|ameritech:5|redhat:1|ducksong:1|kromtek:5|addtoit:6|yahoo:8|Linux-SH:1|freescale:8|ru:1|pobox:6|sh:1|superbug:2|penguincomputing:1|math:1|pacbell:1,1848,1303,243,57
2005-05-29,61,suse:9|goop:1|blackdown:1|rpsys:1|mivu:1|ameritech:15|noos:1|rochester:1|conan:1|ppc970:3|pretzel:1|pobox:1|osdl:5|broadcom:9|gnumonks:1|ellerman:1|calsoftinc:1|us:1|davemloft:2|sunset:1|smlink:2|nuerscht:2,2703,1991,140,61
2005-05-30,14,pobox:3|cantab:1|netfilter:1|gondor:1|smlink:1|suse:4|superbug:1|dif:1|osdl:1,819,506,40,14
2005-05-31,65,samba:2|pretzel:1|pobox:2|suse:7|dyn-67:2|intel:1|ppc970:1|hera:1|telia:1|yahoo:1|linux-m68k:1|gelato:3|inwind:1|suug:3|davemloft:2|axis:1|redhat:25|steeleye:1|fairlite:1|in:3|kernel:1|rowland:1|pacbell:1|linutronix:1|linux-mips:1,2923,701,122,65
2005-06-01,32,ameritech:15|stusta:1|yahoo:1|arcom:1|nit:1|kernel:3|ppc970:7|hera:1|osdl:1|linux-mips:1,907,339,31,32
2005-06-02,33,shinybook:2|kernel:1|austin:2|stusta:3|novell:1|dif:1|hera:2|suse:5|samba:3|google:1|pobox:2|pretzel:1|ppc970:2|lst:1|mail:1|mev:1|gmail:1|davemloft:1|exmsft:1|intel:1,860,730,58,33
2005-06-03,23,pacbell:1|snapgear:1|ppc970:1|steeleye:1|austin:1|sgi:1|net:2|com:2|org:1|pobox:1|pretzel:1|dodo:1|Wabtec:1|mvista:2|kristov:1|suse:2|stusta:2|bull:1,5419,70,38,23
2005-06-04,37,pretzel:20|pobox:2|ppc970:1|ercist:1|de:3|fujitsu-siemens:1|hh:1|2ka:6|linux-fr:1|superbug:1,608,284,32,37
2005-06-05,11,gmail:3|linux-fr:4|colorfullife:1|coderock:1|steeleye:1|realitydiluted:1,877,845,12,11
2005-06-06,52,ameritech:2|numericable:1|wacom:1|ppc970:3|hera:1|us:1|de:1|ilport:1|users:2|freescale:1|www:19|davemloft:2|tuxdriver:1|broadcom:2|intel:1|kernel:1|napali:1|sgi:1|tw:1|somanetworks:1|redhat:1|linux-fr:1|one-eyed-alien:3|osdl:1|suse:1|linux-mips:1,899,570,76,52
2005-06-07,16,intel:1|us:1|ebshome:1|suse:3|hp:1|ppc970:1|netapp:1|broadcom:1|wabtec:1|mvista:1|wohnheim:1|jurassic:1|mandriva:1|linux-mips:1,681,192,22,16
2005-06-08,45,dyn-67:2|cantab:1|ppc970:6|suse:7|redhat:1|hpl:1|org:3|intel:1|broadcom:1|davemloft:1|cc:1|osdl:3|suug:4|addtoit:4|ebshome:1|holomorphy:1|ocs:1|in:2|gelato:1|samba:1|tuxdriver:1|gmail:1,927,444,64,45
2005-06-09,19,dyn-67:1|ppc970:5|org:3|sgi:1|hera:2|ebshome:1|ellerman:1|qlogic:1|hpl:2|suse:1|austin:1,129,85,19,19
2005-06-10,15,kernel:1|starflyer:2|ppc970:3|hp:1|de:1|2ka:1|suse:5|Emulex:1,1143,765,21,15
2005-06-11,8,lst:6|kernel:1|lxorguk:1,89,350,33,8
2005-06-12,7,net:1|linux-m68k:4|steeleye:2,107,156,21,7
2005-06-13,54,pacbell:2|netapp:1|us:3|kernel:1|suse:4|xenotime:3|linux-mips:8|org:1|ppc970:4|linux-ipv6:1|simphalempin:1|hp:3|redhat:2|simonetti:1|trash:1|de:8|steeleye:1|addtoit:4|lixom:1|gmail:1|shadowconnect:1|aglu:1|mess:1,2331,1936,95,54
2005-06-14,9,yahoo:2|samba:1|suse:2|gmail:1|embeddedalley:1|linutronix:1|linux-mips:1,580,239,15,9
2005-06-15,15,dyn-67:1|intel:1|davemloft:1|lsd:1|debian:1|ameritech:1|neukum:1|joe-job:1|pacbell:1|rowland:1|google:1|jurassic:1|titanic:2|linux-mips:1,1498,174,31,15
2005-06-16,22,gmail:2|ppc970:3|com:3|org:1|dif:1|linux-fr:1|us:3|linux-mips:7|mess:1,1232,208,46,22
2005-06-17,28,ct:1|elte:1|lst:1|ppc970:2|titanic:2|osdl:1|novell:1|admingilde:1|suse:1|intel:15|ilport:1|linutronix:1,225,126,30,28
2005-06-18,58,shinybook:1|dyn-67:3|pretzel:1|ppc970:5|miku:1|cyberus:5|gondor:8|trash:1|ghostprotocols:5|davemloft:2|suug:20|dif:4|superbug:1|colorfullife:1,2887,1319,146,58
2005-06-19,29,dyn-67:5|shinybook:1|ppc970:2|pretzel:2|suse:2|lst:15|cam:1|pdx:1,2819,942,54,29
2005-06-20,120,dyn-67:9|samba:2|austin:2|cs:1|suse:44|SteelEye:3|lst:1|shinybook:4|ppc970:4|intel:1|be:1|com:1|org:2|net:1|us:7|gondor:3|gmail:2|data:1|digitalimplant:1|rotomalug:1|osdl:7|linux-mips:2|ucw:5|ilport:1|kde:1|pengutronix:1|coderock:1|nuerscht:3|ru:1|freescale:1|neo:1|simtec:1|?:1|shadowen:1|mev:2,6607,13268,699,120
2005-06-21,227,sgi:34|hera:1|shinybook:1|ms2:1|data:1|cyberus:1|us:8|trash:7|linuxace:1|xl:1|intel:4|davemloft:3|ppc970:4|suse:4|hp:2|osdl:19|turbolinux:1|berkeley:2|elte:1|akamai:2|clusterfs:1|gibson:2|lameter:1|rentec:1|kvack:2|engr:1|graphe:1|wildopensource:1|trained-monkey:1|veritas:10|ilport:1|tuxdriver:1|lovecn:1|de:9|freescale:9|kernel:4|pld-linux:1|wanadoo:1|canb:21|samba:2|hh:1|linux-m32r:7|yahoo:4|themaw:4|codeweavers:1|gmail:2|bytesex:1|pentafluge:4|worldonline:3|intworks:1|www:1|xs4all:1|cse:24|dif:1|stusta:1|linux-mips:2,29007,12748,844,227
2005-06-22,124,sgi:1|dyn-67:8|petra:1|shinybook:4|pretzel:4|freescale:2|redhat:4|ppc970:7|netfilter:2|netapp:31|citi:10|suse:15|stusta:1|osdl:1|reub:1|pobox:1|almaden:2|gondor:4|gnumonks:1|cosmosbay:1|us:4|samba:2|engr:1|gmail:2|tusc:2|popies:1|hpl:1|de:1|snoqualmie:1|ilport:1|ipom:1|intel:1|linux-mips:3|broadcom:2,6423,1997,279,124
2005-06-23,352,arndb:8|de:7|chelsio:1|austin:2|gibson:1|intel:15|dyn-67:3|cantab:1|starflyer:3|ppc970:6|us:36|shadowen:9|snoqualmie:4|mbligh:1|zytor:1|arcom:1|linux-m32r:1|lameter:5|redhat:8|unisys:3|novell:7|engr:1|Phoenix:1|gmail:12|osdl:18|telia:2|cl:6|coderock:1|yahoo:5|tv-sign:4|grupopie:1|sgi:2|dif:4|cs:2|lst:7|dsv:1|in:6|lxorguk:1|clusterfs:1|mail:1|sw:3|gewi:1|kvack:3|smurf:1|colorfullife:1|mandriva:1|francetelecom:1|stud:1|gmx:1|canb:1|hp:1|graphe:1|holomorphy:1|cam:3|tremplin-utc:1|eircom:1|stusta:3|arm:1|shinybook:1|psc:2|unknown:1|ev-en:1|fluff:3|burdell:1|hera:1|suug:6|davemloft:3|cpushare:1|suse:9|tensilica:9|acm:4|shadowconnect:7|linuxtv:5|brturbo:7|movementarian:1|cse:41|bytesex:1|m1k:3|peterskipworth:1|nusurf:1|dell:1|fi:1|admingilde:2|freenet:1|gelato:1|linutronix:1|linux-fr:4|math:3|artecdesign:2|hellion:1|linux-mips:1,64685,14275,1360,352
2005-06-24,32,shinybook:3|ppc970:4|dyn-67:1|wantstofly:4|plexity:1|arm:1|mail:1|davemloft:8|holomorphy:1|broadcom:1|lameter:1|digitalimplant:1|lsil:1|linux-fr:1|winischhofer:1|berkeley:1|intel:1,3361,2627,148,32
2005-06-25,267,cantab:9|wantstofly:4|ppc970:5|dyn-67:2|gmx:1|brturbo:1|ameritech:6|redhat:4|arm:1|hh:1|lab:1|veritas:2|gnu:2|freescale:5|ellerman:1|donpac:4|intel:17|linuxpower:1|pobox:1|ucw:12|osdl:2|dif:9|addtoit:5|yahoo:19|de:7|gmail:6|us:7|mc:1|ercist:1|elte:4|free:1|in:22|xmission:23|telia:2|xs4all:1|ngolde:1|stusta:32|xenotime:2|labristeknoloji:1|coderock:14|clusterfs:1|suse:1|able:1|rotomalug:2|nuerscht:7|steeleye:1|Emulex:12|linux-fr:1|studio:1,14941,8096,849,267
2005-06-26,41,starflyer:1|titanic:1|osdl:5|stusta:2|freescale:2|dyn-67:1|ppc970:4|pretzel:5|cantab:2|tglx:1|wantstofly:5|linux-mips:1|us:2|davemloft:3|coderock:1|its:1|freemail:1|colorfullife:1|gmail:2,648,242,74,41
2005-06-27,200,iijmio-mail:1|pretzel:4|dyn-67:8|gassner-waagen:1|austin:1|plexity:1|suse:8|redhat:1|ppc970:9|osdl:18|freescale:1|hp:4|hh:1|cyclades:1|kernel:4|sun:1|aon:1|topspin:12|cisco:3|in:1|intel:7|davemloft:2|lxorguk:8|jurassic:1|dominikbrodowski:76|nifty:3|pacbell:1|pcuf:1|pobox:4|press:1|gmail:1|cse:1|lst:1|us:2|zymeta:1|ld-didactic:2|ladisch:2|embeddedalley:2|gnumonks:1|linux-mips:2,13277,12031,382,200
