date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2023-08-02,83,users:3|tensorflow:16|arm:1|google:58|nvidia:3|linaro:2,4911,2345,250,83
2023-08-03,80,google:51|tensorflow:22|users:4|intel:2|nvidia:1,9237,3402,379,80
2023-08-04,53,google:30|tensorflow:17|linaro:1|users:4|sifive:1,1632,1500,171,53
2023-08-05,10,tensorflow:4|google:5|users:1,359,21,13,10
2023-08-06,10,tensorflow:4|google:5|intel:1,924,26,19,10
2023-08-07,79,google:52|tensorflow:21|intel:5|users:1,6258,4640,238,79
2023-08-08,71,google:47|nvidia:2|tensorflow:16|linaro:1|griddynamics:1|intel:3|users:1,4560,1250,265,71
2023-08-09,61,nvidia:1|users:2|google:40|tensorflow:16|amd:1|arm:1,7977,1951,206,61
2023-08-10,73,nvidia:3|google:48|tensorflow:19|amd:1|intel:1|arm:1,7089,3786,276,73
2023-08-11,70,google:43|tensorflow:23|linaro:1|nvidia:1|amd:2,7890,3262,256,70
2023-08-12,6,google:3|tensorflow:3,434,16,22,6
2023-08-13,5,tensorflow:4|google:1,387,324,9,5
2023-08-14,78,google:44|tensorflow:31|intel:2|users:1,7820,4200,375,78
2023-08-15,67,google:44|tensorflow:18|users:4|nvidia:1,3699,3460,264,67
2023-08-16,73,google:35|tensorflow:31|tu-dresden:1|arm:1|nvidia:3|intel:2,10183,3863,300,73
2023-08-17,84,google:61|tensorflow:17|nvidia:1|users:3|intel:1|arm:1,20711,3663,342,84
2023-08-18,60,nvidia:1|google:33|gmail:3|amd:2|tensorflow:15|arm:2|users:2|srmap:1|intel:1,4802,908,214,60
2023-08-19,2,tensorflow:2,2,2,2,2
2023-08-20,5,tensorflow:4|google:1,4,4,4,5
2023-08-21,64,tensorflow:20|google:39|nvidia:1|intel:2|users:2,5094,2569,227,64
2023-08-22,82,google:42|tensorflow:36|linaro:1|srmap:1|users:2,7861,13369,288,82
2023-08-23,67,tensorflow:17|amd:1|google:41|users:3|tu-dresden:1|linaro:1|gmail:1|arm:2,6370,3310,319,67
2023-08-24,66,nvidia:2|tensorflow:20|google:41|amd:1|gmail:2,3753,4074,238,66
2023-08-25,68,tensorflow:20|users:3|google:36|nvidia:5|intel:3|gmail:1,5616,3034,195,68
2023-08-26,4,tensorflow:3|google:1,23,13,7,4
2023-08-27,5,tensorflow:3|google:2,27,27,10,5
2023-08-28,92,tensorflow:35|arm:1|google:41|users:13|gmail:2,5394,9929,284,92
2023-08-29,79,nvidia:4|tensorflow:26|ibm:1|google:35|arm:4|yandex-team:1|amd:2|intel:3|apple:1|users:2,7208,2008,315,79
2023-08-30,54,google:31|linaro:1|tensorflow:18|users:3|nvidia:1,3894,2082,208,54
2023-08-31,72,nvidia:2|tensorflow:25|google:43|linaro:1|apple:1,6698,2091,287,72
2023-09-01,48,google:31|yahoo:2|tensorflow:13|users:1|intel:1,6580,2525,211,48
2023-09-02,2,tensorflow:2,2,2,2,2
2023-09-03,5,tensorflow:3|google:2,154,81,13,5
2023-09-04,21,users:1|amd:1|tensorflow:4|google:14|arm:1,1223,425,44,21
2023-09-05,33,google:19|tensorflow:13|intel:1,2164,726,117,33
2023-09-06,52,google:33|tensorflow:17|users:1|intel:1,157248,62570,7446,52
2023-09-07,57,linaro:1|google:27|tensorflow:26|arm:1|amd:1|gmail:1,3084,1141,154,57
2023-09-08,35,tensorflow:4|google:27|users:3|arm:1,3828,3359,155,35
2023-09-09,5,tensorflow:2|google:2|users:1,486,33,27,5
2023-09-10,4,tensorflow:3|google:1,500,425,28,4
2023-09-11,67,google:38|tensorflow:14|linaro:2|users:8|gmail:2|redwrasse:2|nvidia:1,4127,3581,180,67
2023-09-12,55,google:34|tensorflow:17|linaro:2|users:1|intel:1,4160,2920,174,55
2023-09-13,50,tensorflow:13|google:36|users:1,5417,2877,165,50
2023-09-14,42,tensorflow:18|google:23|intel:1,3950,1286,157,42
2023-09-15,51,tensorflow:16|intel:3|google:29|amd:1|gmail:1|arm:1,4828,8136,183,51
2023-09-16,7,tensorflow:2|google:1|intel:2|users:1|gmail:1,213,34,13,7
2023-09-17,6,tensorflow:3|google:3,266,180,7,6
2023-09-18,56,nvidia:2|google:37|tensorflow:13|amd:1|users:1|gmail:1|arm:1,7155,5607,410,56
2023-09-19,67,intel:3|google:41|tensorflow:21|amd:1|ispras:1,5915,2148,258,67
2023-09-20,65,google:37|tensorflow:22|users:3|intel:1|amd:1|gmail:1,21833,1180,193,65
2023-09-21,57,intel:4|tensorflow:16|google:34|linaro:1|griddynamics:1|amd:1,6092,3632,175,57
2023-09-22,66,google:41|tensorflow:18|intel:1|users:4|amd:2,8351,140741,297,66
2023-09-23,9,google:4|tensorflow:5,1068,439,18,9
2023-09-24,5,tensorflow:4|google:1,35,61,7,5
2023-09-25,57,tensorflow:18|users:6|google:29|intel:3|gmail:1,3720,937,175,57
2023-09-26,57,google:38|tensorflow:14|nvidia:1|amd:1|intel:1|users:2,5837,18170,434,57
2023-09-27,64,users:7|tensorflow:15|google:37|arm:1|mein:1|intel:2|amd:1,4644,1885,372,64
2023-09-28,57,users:9|tensorflow:9|google:35|intel:4,4569,1360,234,57
2023-09-29,39,tensorflow:8|nvidia:2|nod-labs:1|ispras:1|google:26|intel:1,2826,3245,220,39
2023-09-30,7,gmail:1|tensorflow:3|ispras:1|google:2,226,372,10,7
2023-10-01,4,tensorflow:4,106,201,9,4
2023-10-02,55,tensorflow:21|google:31|gmail:1|intel:1|amd:1,4431,1572,158,55
2023-10-03,66,users:1|google:34|tensorflow:24|ispras:3|intel:3|snapchat:1,4359,1850,530,66
