date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2007-06-16,13,mac:2|gmail:4|apple:1|mxc:1|reidspencer:2|nondot:3,581,310,21,13
2007-06-17,1,nondot:1,13,0,1,1
2007-06-18,16,mac:3|apple:8|math:1|nondot:4,395,314,22,16
2007-06-19,31,apple:10|nondot:13|mac:8,848,564,69,31
2007-06-20,12,mac:3|apple:2|nondot:7,828,470,25,12
2007-06-21,14,mac:4|apple:7|nondot:3,608,449,21,14
2007-06-22,21,mac:8|apple:3|octopus:1|nondot:8|gmail:1,2076,950,62,21
2007-06-23,1,gmail:1,142,97,3,1
2007-06-24,5,mxc:3|mac:2,347,177,5,5
2007-06-25,11,mac:2|math:1|apple:4|reidspencer:1|nondot:2|octopus:1,1187,1422,23,11
2007-06-26,16,octopus:1|apple:13|reidspencer:1|mac:1,405,253,33,16
2007-06-27,44,apple:13|mac:4|octopus:4|gmail:13|nondot:10,1602,1757,79,44
2007-06-28,26,mac:3|apple:8|gmail:5|obbligato:1|nondot:9,984,887,39,26
2007-06-29,39,apple:14|mac:2|obbligato:7|reidspencer:2|uiuc:5|math:3|gmail:2|nondot:4,711,583,160,39
2007-06-30,5,math:1|apple:1|nondot:1|reidspencer:1|octopus:1,31,21,5,5
2007-07-01,2,mxc:1|reidspencer:1,3,2,2,2
2007-07-02,11,reidspencer:2|gmail:1|apple:7|nondot:1,116,200,16,11
2007-07-03,16,apple:4|mac:6|nondot:2|math:3|gmail:1,1245,825,37,16
2007-07-04,13,gmail:3|apple:3|reidspencer:1|mac:3|nondot:1|free:2,726,804,34,13
2007-07-05,37,mxc:1|nondot:7|apple:22|reidspencer:2|free:2|gmail:1|math:1|mac:1,6554,6836,110,37
2007-07-06,37,apple:21|gmail:6|free:5|mac:5,2674,586,91,37
2007-07-07,2,mxc:1|mac:1,34,94,3,2
2007-07-08,2,reidspencer:2,11,1,3,2
2007-07-09,52,reidspencer:20|mac:9|gmail:3|apple:11|nondot:9,839,732,101,52
2007-07-10,47,apple:19|mac:12|mxc:1|reidspencer:4|math:1|gmail:1|nondot:8|obbligato:1,1571,929,76,47
2007-07-11,38,mac:5|reidspencer:5|apple:9|free:2|nondot:7|gmail:8|math:1|obbligato:1,1343,503,50,38
2007-07-12,22,mac:4|nondot:11|gmail:3|free:1|math:1|apple:2,289,104,36,22
2007-07-13,43,math:1|nondot:20|gmail:6|reidspencer:2|apple:12|mac:2,1239,457,98,43
2007-07-14,15,nondot:8|mxc:4|gmail:2|math:1,618,225,59,15
2007-07-15,15,nondot:14|apple:1,423,271,39,15
2007-07-16,43,nondot:19|mxc:2|gmail:4|reidspencer:8|apple:7|mac:3,814,422,88,43
2007-07-17,26,apple:10|reidspencer:3|gmail:7|nondot:4|lenharth:1|mac:1,406,248,54,26
2007-07-18,26,nondot:10|mxc:1|reidspencer:3|apple:11|mac:1,960,199,57,26
2007-07-19,32,nondot:6|apple:13|mac:5|gmail:2|free:3|math:1|reidspencer:2,3334,2951,117,32
2007-07-20,32,apple:10|mac:4|free:2|nondot:10|gmail:3|reidspencer:3,1269,779,99,32
2007-07-21,20,apple:3|nondot:15|mac:1|reidspencer:1,351,165,49,20
2007-07-22,19,nondot:14|mac:1|free:1|reidspencer:2|llvm:1,391,44892,126,19
2007-07-23,35,gmail:6|nondot:13|reidspencer:5|free:2|mac:7|apple:2,945,479,85,35
2007-07-24,20,mac:5|apple:5|nondot:8|reidspencer:1|math:1,1316,143,54,20
2007-07-25,20,math:1|nondot:2|mxc:1|apple:8|gmail:1|mac:7,1092,371,53,20
2007-07-26,34,apple:19|gmail:11|nondot:2|mac:2,962,269,62,34
2007-07-27,15,apple:6|gmail:1|free:5|mac:1|adobe:2,5607,2607,87,15
2007-07-28,3,mxc:1|gmail:1|apple:1,115,10,9,3
2007-07-29,4,gmail:2|apple:1|reidspencer:1,92,134,14,4
2007-07-30,26,apple:17|mac:3|nondot:1|reidspencer:2|math:2|aero:1,663,119,45,26
2007-07-31,45,reidspencer:10|nondot:15|apple:12|gmail:4|mac:3|obbligato:1,10499,7873,134,45
2007-08-01,34,apple:19|nondot:4|obbligato:2|mac:5|gmail:3|reidspencer:1,3241,3311,117,34
2007-08-02,49,apple:14|gmail:2|aero:1|reidspencer:4|nondot:22|mac:6,1700,342,85,49
2007-08-03,22,nondot:12|apple:7|reidspencer:1|mac:2,4370,4760,65,22
2007-08-04,28,nondot:25|gmail:2|mxc:1,7663,5571,65,28
2007-08-05,20,nondot:10|apple:3|reidspencer:7,393,155,50,20
2007-08-06,23,nondot:9|obbligato:1|gmail:3|reidspencer:1|mxc:4|apple:4|mac:1,3912,5044,37,23
2007-08-07,29,apple:10|mac:3|mxc:1|reidspencer:10|obbligato:4|nondot:1,1848,626,48,29
2007-08-08,36,apple:11|mac:11|nondot:8|reidspencer:5|aero:1,1566,746,61,36
2007-08-09,21,nondot:11|apple:9|mac:1,549,379,34,21
2007-08-10,37,apple:12|nondot:16|gmail:9,1477,319,69,37
2007-08-11,10,nondot:6|apple:1|gmail:1|reidspencer:2,650,118,17,10
2007-08-12,5,apple:2|reidspencer:2|nondot:1,148,63,16,5
2007-08-13,16,reidspencer:2|apple:10|nondot:4,865,345,26,16
2007-08-14,25,apple:19|nondot:2|mac:4,991,213,30,25
2007-08-15,19,apple:13|reidspencer:1|nondot:1|math:2|obbligato:1|gmail:1,789,585,259,19
2007-08-16,19,mac:5|reidspencer:3|apple:9|gmail:1|nondot:1,1027,127,29,19
2007-08-17,12,mac:3|reidspencer:2|obbligato:1|apple:5|nondot:1,1205,115,35,12
2007-08-18,23,apple:4|gmail:13|nondot:2|mxc:4,797,215,27,23
2007-08-19,3,nondot:3,39,32,3,3
2007-08-20,21,nondot:6|gmail:1|apple:10|free:1|mac:1|obbligato:1|math:1,2764,411,43,21
2007-08-21,51,nondot:32|mac:4|apple:10|math:2|obbligato:1|gmail:2,2388,2629,134,51
2007-08-22,28,nondot:4|free:2|gmail:2|mac:1|apple:17|lenharth:2,1026,327,44,28
2007-08-23,38,nondot:22|math:1|mac:2|apple:12|free:1,1366,745,63,38
2007-08-24,32,nondot:14|apple:18,2031,1259,69,32
2007-08-25,27,daikokuya:2|apple:8|nondot:16|gmail:1,928,230,52,27
2007-08-26,65,nondot:60|apple:2|daikokuya:1|mac:1|math:1,1215,847,108,65
2007-08-27,37,nondot:12|apple:18|gmail:2|free:4|obbligato:1,947,2013,89,37
2007-08-28,33,apple:13|nondot:15|gmail:4|adobe:1,1111,454,74,33
2007-08-29,23,apple:6|nondot:10|gmail:2|free:1|math:2|daikokuya:2,909,646,48,23
2007-08-30,41,apple:18|nondot:17|gmail:6,1432,844,94,41
2007-08-31,37,apple:20|nondot:13|mac:1|gmail:2|reidspencer:1,1526,559,97,37
2007-09-01,4,apple:4,253,77,10,4
2007-09-02,5,apple:3|math:2,339,67,18,5
2007-09-03,8,math:1|apple:1|nondot:6,3394,49,25,8
2007-09-04,25,apple:13|nondot:6|obbligato:4|gmail:2,13581,13568,81,25
2007-09-05,17,gmail:2|free:3|adobe:2|apple:10,702,314,57,17
2007-09-06,20,nondot:2|apple:12|mxc:2|obbligato:3|math:1,2064,647,98,20
2007-09-07,13,mac:1|nondot:1|gmail:4|math:1|apple:6,6280,7937,62,13
2007-09-08,6,apple:2|nondot:1|adobe:1|mxc:1|mac:1,139,31,8,6
2007-09-09,2,dberlin:1|mac:1,571,9,3,2
2007-09-10,28,apple:18|nondot:10,1009,457,50,28
2007-09-11,40,apple:16|nondot:4|dberlin:4|mac:4|gmail:5|free:5|math:2,2910,1926,107,40
2007-09-12,20,apple:17|gmail:1|nondot:2,1536,1091,62,20
2007-09-13,19,apple:6|nondot:13,517,51158,374,19
2007-09-14,29,gmail:2|nondot:9|apple:16|mac:2,1308,622,92,29
2007-09-15,12,nondot:10|apple:2,603,337,45,12
2007-09-16,22,gmail:6|apple:4|mac:1|nondot:8|dberlin:3,1331,769,53,22
2007-09-17,52,apple:35|nondot:8|free:1|gmail:4|mac:2|dberlin:2,3425,3090,127,52
2007-09-18,41,apple:21|gmail:7|mac:8|nondot:5,5205,3087,101,41
2007-09-19,30,apple:23|free:4|gmail:1|mac:1|nondot:1,909,336,65,30
2007-09-20,24,apple:16|mxc:2|gmail:3|mac:2|free:1,661,216,55,24
2007-09-21,25,apple:6|mac:2|nondot:15|gmail:2,623,953,59,25
2007-09-22,25,nondot:11|apple:1|daikokuya:1|gmail:10|mac:2,712,309,41,25
2007-09-23,9,mac:5|apple:2|gmail:1|nondot:1,642,542,22,9
2007-09-24,28,apple:17|mac:2|nondot:4|dberlin:3|gmail:2,1598,375,43,28
2007-09-25,42,apple:32|mac:1|nondot:2|free:3|gmail:3|math:1,3821,1073,100,42
2007-09-26,41,dberlin:1|math:1|apple:20|nondot:11|free:4|mac:2|daikokuya:2,3219,762,140,41
2007-09-27,29,apple:15|mac:5|nondot:4|free:2|gmail:1|mxc:1|dberlin:1,3155,1276,73,29
2007-09-28,33,apple:27|mac:2|gmail:1|nondot:3,1583,1122,85,33
2007-09-29,13,apple:5|mac:5|dberlin:1|free:2,1036,1835,42,13
2007-09-30,13,nondot:7|mac:2|apple:4,281,209,23,13
2007-10-01,18,apple:17|gmail:1,1447,2419,51,18
2007-10-02,35,apple:17|nondot:1|gmail:8|mac:9,1175,544,84,35
2007-10-03,29,apple:8|mac:5|nondot:13|daikokuya:2|gmail:1,880,777,67,29
2007-10-04,16,mac:1|apple:5|nondot:3|dberlin:4|gmail:3,343,135,45,16
2007-10-05,43,apple:34|dberlin:1|free:1|nondot:2|comcast:4|mac:1,3328,1228,111,43
2007-10-06,43,mac:7|daikokuya:3|apple:5|comcast:3|gmail:3|nondot:19|math:3,2627,1180,108,43
2007-10-07,27,mac:2|nondot:19|dberlin:1|daikokuya:5,763,514,93,27
2007-10-08,38,mac:4|nondot:5|apple:27|daikokuya:2,1360,681,102,38
2007-10-09,43,gmail:3|nondot:15|apple:25,2140,826,94,43
2007-10-10,28,apple:16|gmail:3|free:1|nondot:7|mac:1,1245,362,69,28
2007-10-11,28,apple:14|nondot:10|mac:1|gmail:3,2141,299,147,28
2007-10-12,54,apple:32|nondot:9|gmail:4|daikokuya:5|mac:3|free:1,1615,618,115,54
2007-10-13,16,nondot:7|mac:2|apple:5|daikokuya:1|free:1,493,51,28,16
2007-10-14,16,mac:1|apple:10|daikokuya:3|nondot:2,547,286,41,16
2007-10-15,38,apple:21|mac:3|nondot:12|free:1|daikokuya:1,3149,445,88,38
2007-10-16,33,apple:18|nondot:8|gmail:1|free:3|math:1|mac:2,1870,705,107,33
2007-10-17,46,mac:6|apple:24|nondot:11|free:1|gmail:4,1258,681,118,46
2007-10-18,50,nondot:14|apple:23|mac:4|free:1|gmail:8,1129,529,106,50
2007-10-19,35,apple:9|gmail:11|nondot:11|free:3|math:1,1131,387,57,35
2007-10-20,10,apple:2|nondot:4|mac:4,346,49,11,10
2007-10-21,4,apple:1|nondot:2|math:1,98,31,7,4
2007-10-22,25,nondot:9|apple:10|gmail:1|mac:3|free:2,3329,533,49,25
2007-10-23,36,apple:15|nondot:8|mac:8|gmail:5,2164,467,71,36
2007-10-24,36,gmail:4|apple:21|nondot:9|mac:2,1689,623,63,36
2007-10-25,54,apple:23|mac:9|nondot:10|free:4|gmail:8,2861,697,90,54
2007-10-26,29,apple:23|mac:2|math:1|gmail:3,1238,341,59,29
2007-10-27,2,apple:2,43,0,4,2
2007-10-28,7,apple:5|free:1|math:1,282,71,13,7
2007-10-29,54,nondot:15|mac:6|apple:30|gmail:3,2496,461,109,54
2007-10-30,38,apple:28|mac:1|free:3|nondot:6,1027,506,84,38
2007-10-31,54,apple:38|mac:6|nondot:6|free:2|gmail:2,3082,516,145,54
2007-11-01,37,apple:19|mac:4|nondot:7|gmail:3|free:2|daikokuya:2,1563,664,101,37
2007-11-02,21,apple:11|gmail:2|mac:2|nondot:4|daikokuya:1|free:1,2320,302,40,21
2007-11-03,8,apple:5|nondot:3,676,99,27,8
2007-11-04,16,nondot:4|apple:2|free:1|mac:8|mxc:1,776,129,26,16
2007-11-05,55,free:5|nondot:18|apple:27|mac:2|gmail:3,4695,1452,134,55
2007-11-06,42,nondot:17|mac:4|gmail:2|apple:18|free:1,1606,508,71,42
2007-11-07,58,apple:46|nondot:7|mac:1|gmail:4,1684,525,141,58
2007-11-08,38,apple:15|mac:7|nondot:13|gmail:1|lenharth:2,1450,370,71,38
2007-11-09,37,apple:15|adobe:1|mxc:1|gmail:4|free:6|math:5|nondot:5,1261,698,88,37
2007-11-10,16,apple:15|gmail:1,416,85,32,16
2007-11-11,9,apple:6|math:3,1156,1088,53,9
2007-11-12,29,mac:7|gmail:3|apple:17|free:1|math:1,1127,851,75,29
2007-11-13,49,apple:31|gmail:5|nondot:8|mac:5,1783,1414,135,49
2007-11-14,50,apple:33|mac:1|nondot:5|mxc:1|free:6|math:4,7938,5804,103,50
2007-11-15,30,apple:12|gmail:2|nondot:7|mac:4|mxc:1|free:1|dberlin:1|math:2,1544,907,71,30
2007-11-16,10,math:2|nondot:4|apple:4,272,29,14,10
2007-11-17,10,apple:9|mac:1,965,374,30,10
2007-11-18,11,nondot:9|apple:2,1492,6935,25,11
2007-11-19,16,mac:3|apple:7|nondot:6,214,218,30,16
2007-11-20,11,apple:4|mxc:2|free:1|nondot:2|mac:2,257,92,33,11
2007-11-21,6,adobe:2|apple:1|mxc:1|free:1|mac:1,5509,294,42,6
2007-11-22,15,mac:1|mxc:2|free:4|nondot:7|math:1,2206,4143,44,15
